table,record_id,label,buddhist_relevance,scope,period_band,connection_type,movement_status,exchange_types,rationale
TRAVELS,T-0016,Ch'oe Nam-sŏn (1916),SECONDARY,ADAPT,B4 Modern/colonial (1900-1945),PHYSICAL_MOVEMENT,visited,RELIGIOUS;INTELLECTUAL;CULTURAL,Ch'oe Nam-son Tokyo 1916 Tagore meeting; part of his Buddhist-history channel
TRAVELS,T-0017,Kumara Padmanabha Sivasankara Menon (1948),NONE,EXCLUDE,B5 1945-1990,PHYSICAL_MOVEMENT,worked,DIPLOMATIC;POLITICAL,K.P.S. Menon UNTCOK mission 1947-48
TRAVELS,T-0018,Kodandera Subayya Thimayya (1954),NONE,EXCLUDE,B5 1945-1990,PHYSICAL_MOVEMENT,worked,MILITARY;DIPLOMATIC;HUMANITARIAN,Thimayya NNRC chairmanship 1953-54
TRAVELS,T-0019,S. P. P. Thorat (1954),NONE,EXCLUDE,B5 1945-1990,PHYSICAL_MOVEMENT,worked,MILITARY;DIPLOMATIC;HUMANITARIAN,Thorat ICF command 1953-54
TRAVELS,T-0020,B. N. Chakravarty (1954),NONE,EXCLUDE,B5 1945-1990,PHYSICAL_MOVEMENT,worked,DIPLOMATIC;MILITARY,Chakravarty NNRC alternate chairmanship
TRAVELS,T-0021,A. G. Rangaraj (1950),NONE,EXCLUDE,B5 1945-1990,PHYSICAL_MOVEMENT,worked,MILITARY;HUMANITARIAN,Rangaraj 60 PFA arrival Busan 1950
TRAVELS,T-0022,Syed Muzaffar Aga (1977),NONE,EXCLUDE,B5 1945-1990,PHYSICAL_MOVEMENT,worked,DIPLOMATIC;POLITICAL,Aga ambassadorship Seoul 1974-77
TRAVELS,T-0023,Park Chan-hyun (1976),NONE,EXCLUDE,B5 1945-1990,PHYSICAL_MOVEMENT,worked,DIPLOMATIC;POLITICAL,Park Chan-hyun ambassadorship New Delhi 1974-76
TRAVELS,T-0024,Kim Woo-choong (1994),NONE,EXCLUDE,B6 1990-2026,PHYSICAL_MOVEMENT,visited,ECONOMIC,Kim Woo-choong business trip 1994
TRAVELS,T-0025,Ko Un (1990),SECONDARY,ADAPT,B6 1990-2026,PHYSICAL_MOVEMENT,visited,LITERARY;ACADEMIC,Ko Un's India travels (1990s; 2019 New Delhi); literary-academic
TRAVELS,T-0026,Pŏpchŏng (1971),PRIMARY,KEEP,B5 1945-1990,PHYSICAL_MOVEMENT,visited,RELIGIOUS;LITERARY;INTELLECTUAL,Popchong 1971 pilgrimage (Sarnath/Bodh Gaya; Vinoba Bhave ashram)
TRAVELS,T-0027,Lokesh Chandra (2016),PRIMARY,KEEP,B6 1990-2026,PHYSICAL_MOVEMENT,visited,ACADEMIC;CULTURAL;RELIGIOUS,Lokesh Chandra Seoul 2016 (Lotus Sutra exhibition)
TRAVELS,T-0028,U Myeong-ju (2001),PRIMARY,KEEP,B6 1990-2026,PHYSICAL_MOVEMENT,studied,ACADEMIC;LINGUISTIC;JOURNALISM,U Myeong-ju Korea -> Delhi (MA/PhD Buddhist Studies; c. 2001)
TRAVELS,T-0029,Lee Jeong-ho (dates unknown),NONE,EXCLUDE,B6 1990-2026,PHYSICAL_MOVEMENT,studied,ACADEMIC;LINGUISTIC;LITERARY,"Lee Jeong-ho Hindi studies (CHI, JNU, Meerut)"
TRAVELS,T-0030,Pankaj Mohan (dates unknown),NONE,EXCLUDE,B6 1990-2026,PHYSICAL_MOVEMENT,worked,ACADEMIC;INTELLECTUAL,Pankaj Mohan AKS career
TRAVELS,T-0031,Neerja Samajdar (2002),NONE,EXCLUDE,B6 1990-2026,PHYSICAL_MOVEMENT,studied,ACADEMIC;LINGUISTIC,Neerja Samajdar SNU PhD (Korean language)
TRAVELS,T-0032,Vyjayanti Raghavan (dates unknown),NONE,EXCLUDE,B6 1990-2026,PHYSICAL_MOVEMENT,studied,ACADEMIC;LINGUISTIC;CULTURAL,Vyjayanti Raghavan SNU MA (Korean history)
TRAVELS,T-0033,Buddhavara (Ven.) (dates unknown),PRIMARY,KEEP,B6 1990-2026,PHYSICAL_MOVEMENT,worked,RELIGIOUS;ACADEMIC;CULTURAL,Buddhavara Korea <-> Bodh Gaya residence; Bunhwangsa India; DU MOU 2026
TRAVELS,T-0034,Hyoseok (Ven.) (dates unknown),PRIMARY,KEEP,B6 1990-2026,PHYSICAL_MOVEMENT,studied,ACADEMIC;RELIGIOUS;CULTURAL,Hyoseok Pune MA -> Delhi PhD
TRAVELS,T-0035,Wookwan (Ven.) (dates unknown),PRIMARY,KEEP,B6 1990-2026,PHYSICAL_MOVEMENT,studied,ACADEMIC;RELIGIOUS;CULTURAL;LINGUISTIC,Wookwan Delhi University study (5+ years)
TRAVELS,T-0036,Gakseong (Ven.) (1998),PRIMARY,KEEP,B6 1990-2026,PHYSICAL_MOVEMENT,studied,ACADEMIC;RELIGIOUS,"Gakseong Delhi University 1992-98 + 4,500 km pilgrimage"
TRAVELS,T-0037,Dileep Jhaveri (1986),NONE,EXCLUDE,B5 1945-1990,PHYSICAL_MOVEMENT,visited,LITERARY;CULTURAL,Dileep Jhaveri 1986 poetry gathering in Korea
TRAVELS,T-0038,Yi Yŏng-jae (1927),PRIMARY,KEEP,B4 Modern/colonial (1900-1945),PHYSICAL_MOVEMENT,planned,RELIGIOUS;INTELLECTUAL,Yi Yŏng-jae Korea -> Ceylon 1925-27; intended India pilgrimage (first modern attempt)
TRAVELS,T-0039,Hyeryun (dates unknown),PRIMARY,KEEP,B1 Ancient/early-medieval (<900),PHYSICAL_MOVEMENT,visited,RELIGIOUS,Hyeryun Silla -> India (Yijing enumeration)
TRAVELS,T-0041,Kaushal Kumar (dates unknown),NONE,EXCLUDE,B6 1990-2026,PHYSICAL_MOVEMENT,worked,ACADEMIC,Kaushal Kumar Korea fellowships (Korean studies)
TRAVELS,T-0042,Hwang Su-yŏng (1963),PRIMARY,KEEP,B5 1945-1990,PHYSICAL_MOVEMENT,visited,INTELLECTUAL,Hwang Su-yŏng Seoul -> India 1962-63 (Hyecho-route survey; Nalanda visit)
TEXTS,TX-0001,Wang ocheonchukguk jeon,PRIMARY,KEEP,B1 Ancient/early-medieval (<900),TEXTUAL_TRANSMISSION,-,-,Hyecho's travelogue; primary source on 8th-c. India
TEXTS,TX-0002,Haedong-so commentaries,PRIMARY,KEEP,B1 Ancient/early-medieval (<900),TEXTUAL_TRANSMISSION,-,-,Wonhyo's commentaries on Indian-origin texts
TEXTS,TX-0003,Samguk Yusa,PRIMARY,KEEP,B2 Silla/Goryeo (900-1392),TEXTUAL_TRANSMISSION,-,-,Iryon's compendium; primary record of early Buddhist traditions
TEXTS,TX-0004,Jibong yuseol,NONE,EXCLUDE,B3 Joseon (1392-1900),INDIRECT_INFLUENCE,-,-,Joseon world-geography encyclopedia; not Buddhist
TEXTS,TX-0005,Oju yŏnmun changjŏn san'go,NONE,EXCLUDE,B3 Joseon (1392-1900),INDIRECT_INFLUENCE,-,-,India entries unverified; not Buddhist
TEXTS,TX-0006,Jiguyŏn'gu,NONE,EXCLUDE,B3 Joseon (1392-1900),INDIRECT_INFLUENCE,-,-,Silhak world geography; not Buddhist
TEXTS,TX-0007,Chosŏn Pulgyo T'ongsa,PRIMARY,KEEP,B4 Modern/colonial (1900-1945),TEXTUAL_TRANSMISSION,-,-,First comprehensive Korean Buddhist history (Indian origins)
TEXTS,TX-0008,Gitanjali,CONTEXTUAL,CONTEXT,B4 Modern/colonial (1900-1945),INDIRECT_INFLUENCE,-,-,Tagore poetry; literary source text (context row)
TEXTS,TX-0009,The Gardener,CONTEXTUAL,CONTEXT,B4 Modern/colonial (1900-1945),INDIRECT_INFLUENCE,-,-,Tagore poetry; literary (context row)
TEXTS,TX-0010,The Lamp of the East (1929 message),MEDIATOR,ADAPT,B4 Modern/colonial (1900-1945),INDIRECT_INFLUENCE,-,-,Tagore's 1929 message; explicitly invokes Korea's Buddhist heritage - mediator channel
TEXTS,TX-0011,The Song of the Defeated,CONTEXTUAL,CONTEXT,B4 Modern/colonial (1900-1945),INDIRECT_INFLUENCE,-,-,Tagore poem; literary (context row)
TEXTS,TX-0012,Nim-ŭi Ch'immuk,PRIMARY,KEEP,B4 Modern/colonial (1900-1945),INDIRECT_INFLUENCE,-,-,"Korean Buddhist resistance poetry (Han Yong-un, a monk); Tagore-influenced"
TEXTS,TX-0013,Gitanjali translation (Kim Ŏk),CONTEXTUAL,CONTEXT,B4 Modern/colonial (1900-1945),TEXTUAL_TRANSMISSION,-,-,Tagore translation; literary (context row)
TEXTS,TX-0014,Hwimun Gitanjali translation (Jeong Ji-yong),CONTEXTUAL,CONTEXT,B4 Modern/colonial (1900-1945),TEXTUAL_TRANSMISSION,-,-,Tagore translation; literary (context row)
TEXTS,TX-0015,Chu Yo-han's 4-line translation,CONTEXTUAL,CONTEXT,B4 Modern/colonial (1900-1945),TEXTUAL_TRANSMISSION,-,-,Tagore translation; literary (context row)
TEXTS,TX-0016,Chosŏn Pulgyo,PRIMARY,KEEP,B4 Modern/colonial (1900-1945),TEXTUAL_TRANSMISSION,-,-,Ch'oe Nam-son's Buddhist history (direct India/Xiyu origin thesis)
TEXTS,TX-0017,Mujŏng,NONE,EXCLUDE,B4 Modern/colonial (1900-1945),-,-,-,Modern novel; not India-related
TEXTS,TX-0018,Muso-yu,PRIMARY,KEEP,B5 1945-1990,TEXTUAL_TRANSMISSION,-,-,Popchong's Buddhist essay collection (Gandhian opening)
TEXTS,TX-0019,Wookwan's Korean Temple Food,PRIMARY,KEEP,B6 1990-2026,TEXTUAL_TRANSMISSION,-,-,Wookwan's temple-food book (India-trained author)
TEXTS,TX-0020,Morning Calm and The Pensive Beyond,PRIMARY,KEEP,B6 1990-2026,TEXTUAL_TRANSMISSION,-,-,Lokesh Chandra's India-Korea interflow monograph (2019)
TEXTS,TX-0021,India and Korea Through the Ages,SECONDARY,ADAPT,B6 1990-2026,TEXTUAL_TRANSMISSION,-,-,India-Korea historical/cultural survey; partly Buddhist chapters
TEXTS,TX-0022,The day breaks O! India,NONE,EXCLUDE,B6 1990-2026,INDIRECT_INFLUENCE,-,-,Korean poetry in Hindi; literary
TEXTS,TX-0023,Korean Poetry - Journey,NONE,EXCLUDE,B6 1990-2026,INDIRECT_INFLUENCE,-,-,Korean poetry in Hindi; literary
TEXTS,TX-0024,Hindi-Korean Dictionary,NONE,EXCLUDE,B6 1990-2026,TEXTUAL_TRANSMISSION,-,-,Hindi-Korean dictionary; linguistic
TEXTS,TX-0025,Tamas (Korean translation),NONE,EXCLUDE,B6 1990-2026,TEXTUAL_TRANSMISSION,-,-,Hindi novel translation (Tamas); literary
TEXTS,TX-0026,Mahatma Gandhi biography (Korean),CONTEXTUAL,CONTEXT,B6 1990-2026,TEXTUAL_TRANSMISSION,-,-,"Gandhi biography in Korean; mediator figure, non-Buddhist (context row)"
TEXTS,TX-0027,"History of the Custodian Force (India) in Korea, 1953-54",NONE,EXCLUDE,B5 1945-1990,TEXTUAL_TRANSMISSION,-,-,ICF official history; military
TEXTS,TX-0028,Samguk Sagi,PRIMARY,KEEP,B2 Silla/Goryeo (900-1392),TEXTUAL_TRANSMISSION,-,-,Samguk Sagi (1145) records Marananta's 384 arrival
TEXTS,TX-0029,Seong yusik non hakki,PRIMARY,KEEP,B1 Ancient/early-medieval (<900),TEXTUAL_TRANSMISSION,-,-,T'aehyon's Yogacara commentary
TEXTS,TX-0030,Chosŏn Pulgyo (Ch'oe Nam-sŏn 1930),NONE,EXCLUDE,B4 Modern/colonial (1900-1945),TEXTUAL_TRANSMISSION,-,-,Duplicate of TX-0016; drop in V3
INSTITUTIONS,I-0001,Geumgwan Gaya,CONTEXTUAL,CONTEXT,B1 Ancient/early-medieval (<900),INSTITUTIONAL,-,-,Legendary state; Heo Hwang-ok narrative (context row)
INSTITUTIONS,I-0002,Nalanda Mahavihara,PRIMARY,KEEP,B1 Ancient/early-medieval (<900),INSTITUTIONAL,-,-,Nalanda Mahavihara: Silla monks' destination; Dhyanabhadra ordination
INSTITUTIONS,I-0003,Hoeamsa,PRIMARY,KEEP,B2 Silla/Goryeo (900-1392),INSTITUTIONAL,-,-,Hoeamsa: founded by Indian master Dhyanabhadra (1328)
INSTITUTIONS,I-0004,Visva-Bharati,CONTEXTUAL,CONTEXT,B4 Modern/colonial (1900-1945),INSTITUTIONAL,-,-,Tagore's university; literary-cultural (context row)
INSTITUTIONS,I-0005,Neutral Nations Repatriation Commission,NONE,EXCLUDE,B5 1945-1990,INSTITUTIONAL,-,-,Korean War repatriation commission
INSTITUTIONS,I-0006,Custodian Force (India),NONE,EXCLUDE,B5 1945-1990,INSTITUTIONAL,-,-,Indian peacekeeping force
INSTITUTIONS,I-0007,60th Indian Parachute Field Ambulance,NONE,EXCLUDE,B5 1945-1990,INSTITUTIONAL,-,-,Military medical unit
INSTITUTIONS,I-0008,"Centre for Korean Studies, JNU",NONE,EXCLUDE,B6 1990-2026,INSTITUTIONAL,-,-,JNU Korean studies centre (non-Buddhist)
INSTITUTIONS,I-0009,Academy of Korean Studies,NONE,EXCLUDE,B6 1990-2026,INSTITUTIONAL,-,-,AKS Korean studies (non-Buddhist)
INSTITUTIONS,I-0010,Dongguk University,PRIMARY,KEEP,B6 1990-2026,INSTITUTIONAL,-,-,Dongguk: Korea's Buddhist university; Indian philosophy program
INSTITUTIONS,I-0011,Hankuk University of Foreign Studies,NONE,EXCLUDE,B6 1990-2026,INSTITUTIONAL,-,-,HUFS Hindi department (non-Buddhist)
INSTITUTIONS,I-0012,University of Delhi,PRIMARY,KEEP,B6 1990-2026,INSTITUTIONAL,-,-,Delhi University: main Indian host of Korean Buddhist-studies students
INSTITUTIONS,I-0013,Pune University (SPPU),SECONDARY,ADAPT,B6 1990-2026,INSTITUTIONAL,-,-,Pune University: Hyoseok's anthropology MA; study venue on a monk's route
INSTITUTIONS,I-0014,Bodh Gaya International College of Buddhist Studies,PRIMARY,KEEP,B6 1990-2026,INSTITUTIONAL,-,-,Bodh Gaya International College of Buddhist Studies (Korean-led; DU MOU 2026)
INSTITUTIONS,I-0015,Bunhwangsa India,PRIMARY,KEEP,B6 1990-2026,INSTITUTIONAL,-,-,Bunhwangsa India: Korean Jogye temple at Bodh Gaya (groundbreaking 2020-03-28; dedication 2022-05)
INSTITUTIONS,I-0016,Mahayeon Temple Food Culture Center,PRIMARY,KEEP,B6 1990-2026,INSTITUTIONAL,-,-,Mahayeon temple-food centre (India-trained founder)
INSTITUTIONS,I-0017,Daewoo Group,NONE,EXCLUDE,B6 1990-2026,INSTITUTIONAL,-,-,Daewoo Group; economic
INSTITUTIONS,I-0018,Samsung Electronics India,NONE,EXCLUDE,B6 1990-2026,INSTITUTIONAL,-,-,Samsung Electronics India; economic
INSTITUTIONS,I-0019,"Embassy of India, Seoul",NONE,EXCLUDE,B5 1945-1990,INSTITUTIONAL,-,-,Diplomatic mission
INSTITUTIONS,I-0020,Songgwangsa lineage,PRIMARY,KEEP,B5 1945-1990,INSTITUTIONAL,-,-,Songgwangsa lineage (Popchong); relevance is B5 despite 1197 foundation
INSTITUTIONS,I-0021,Bongnyeongsa,PRIMARY,KEEP,B6 1990-2026,INSTITUTIONAL,-,-,"Bongnyeongsa bhikkhuni college (Hyoseok, Wookwan trained)"
INSTITUTIONS,I-0022,Jogye Order of Korean Buddhism,PRIMARY,KEEP,B6 1990-2026,INSTITUTIONAL,-,-,Jogye Order: host of 2023 Sangwol pilgrimage; Bunhwangsa India; 2022 official delegation
INSTITUTIONS,I-0023,Sangwol Society,PRIMARY,KEEP,B6 1990-2026,INSTITUTIONAL,-,-,"Sangwol Society: organizer of the 2023 1,167-km walking pilgrimage"
INSTITUTIONS,I-0024,Jungto Society,PRIMARY,KEEP,B6 1990-2026,INSTITUTIONAL,-,-,Jungto Society: annual India pilgrimage program (36th 2027-01-14~30)
INSTITUTIONS,I-0025,Yeoraesunwon,PRIMARY,KEEP,B6 1990-2026,INSTITUTIONAL,-,-,Yeoraesunwon: Korean-run temple at Bodh Gaya (founded ~2000-01; Wonman abbot; Dharma School)
INSTITUTIONS,I-0026,International Buddhist Confederation (IBC),PRIMARY,KEEP,B6 1990-2026,INSTITUTIONAL,-,-,"IBC: host of GBS 2023/2026, ICYBS 2025; Bexpo 2026 exchange"
INSTITUTIONS,I-0027,Korea Buddhism Promotion Foundation,PRIMARY,KEEP,B6 1990-2026,INSTITUTIONAL,-,-,KBPF (대한불교진흥원): organizer of 2026 India pilgrimage (Dharamsala/Ajanta-Ellora/Sanchi)
INSTITUTIONS,I-0028,Buddhist Broadcasting System,PRIMARY,KEEP,B6 1990-2026,INSTITUTIONAL,-,-,BBS (불교방송): organizer of Seon Meditation Tour India-Nepal (Dec 2025-Jan 2026)
INSTITUTIONS,I-0029,"Embassy of the Republic of Korea, New Delhi",NONE,EXCLUDE,B6 1990-2026,INSTITUTIONAL,-,-,Diplomatic mission (ROK Embassy in India); host venue of the 2023 50th-anniversary exchange
INSTITUTIONS,I-0030,International Buddhist Problems Research Institute,PRIMARY,KEEP,B5 1945-1990,INSTITUTIONAL,-,-,국제불교문제연구소: dispatched the 1981-82 Korean Buddhist delegation to India (PM Gandhi meeting; Tripitaka donation at Nalanda)
INSTITUTIONS,I-0031,Nalanda University,PRIMARY,KEEP,B6 1990-2026,INSTITUTIONAL,-,-,Nalanda University (est. 2014): Dongguk University MOU 2023-02-24; modern revival of the ancient Nalanda channel
RELS,R-0001,Heo Hwang-ok <-> Suro of Geumgwan Gaya (FAMILY),CONTEXTUAL,CONTEXT,B1 Ancient/early-medieval (<900),LEGENDARY,-,-,Legendary marriage of Heo Hwang-ok and King Suro (context row)
RELS,R-0002,Gyeomik <-> Baedalta (MET_IN_PERSON),PRIMARY,KEEP,B1 Ancient/early-medieval (<900),PERSON_ENCOUNTER,-,-,Gyeomik-Baedalta in-person travel companionship (531)
RELS,R-0003,Dhyānabhadra <-> Naong Hyegeun (TEACHER_STUDENT),PRIMARY,KEEP,B2 Silla/Goryeo (900-1392),PERSON_ENCOUNTER,-,-,Dhyanabhadra-Naong teacher-student (precepts at 7; meeting at 38)
RELS,R-0004,Rabindranath Tagore <-> Ch'oe Nam-sŏn (MET_IN_PERSON),CONTEXTUAL,CONTEXT,B4 Modern/colonial (1900-1945),PERSON_ENCOUNTER,-,-,Tagore-Ch'oe Nam-son literary meeting (context row)
RELS,R-0005,Rabindranath Tagore <-> Chin Hak-mun (MET_IN_PERSON),CONTEXTUAL,CONTEXT,B4 Modern/colonial (1900-1945),PERSON_ENCOUNTER,-,-,Tagore-Chin Hak-mun literary meeting (context row)
RELS,R-0006,Rabindranath Tagore <-> Kim Ŏk (TRANSLATOR_OF),CONTEXTUAL,CONTEXT,B4 Modern/colonial (1900-1945),TEXTUAL_TRANSMISSION,-,-,Tagore-Kim Ok translation (context row)
RELS,R-0007,Rabindranath Tagore <-> Jeong Ji-yong (TRANSLATOR_OF),CONTEXTUAL,CONTEXT,B4 Modern/colonial (1900-1945),TEXTUAL_TRANSMISSION,-,-,Tagore-Jeong Ji-yong translation (context row)
RELS,R-0008,Rabindranath Tagore <-> Chu Yo-han (TRANSLATOR_OF),CONTEXTUAL,CONTEXT,B4 Modern/colonial (1900-1945),TEXTUAL_TRANSMISSION,-,-,Tagore-Chu Yo-han translation (context row)
RELS,R-0009,Rabindranath Tagore <-> Han Yong-un (INFLUENCED),MEDIATOR,ADAPT,B4 Modern/colonial (1900-1945),INDIRECT_INFLUENCE,-,-,Tagore influence on Buddhist monk Han Yong-un (with critical distance)
RELS,R-0010,Rabindranath Tagore <-> Yi Kwang-su (INFLUENCED),CONTEXTUAL,CONTEXT,B4 Modern/colonial (1900-1945),INDIRECT_INFLUENCE,-,-,Tagore-Yi Kwang-su literary reception (context row)
RELS,R-0011,Mohandas Karamchand Gandhi <-> Ham Sok-hon (INFLUENCED),CONTEXTUAL,CONTEXT,B4 Modern/colonial (1900-1945),INDIRECT_INFLUENCE,-,-,Gandhi-Ham Sok-hon (Quaker) (context row)
RELS,R-0012,Mohandas Karamchand Gandhi <-> Pŏpchŏng (INFLUENCED),MEDIATOR,ADAPT,B4 Modern/colonial (1900-1945),INDIRECT_INFLUENCE,-,-,Gandhi's words -> Popchong's Muso-yu (textual influence on a Buddhist monk)
RELS,R-0013,Pŏpchŏng <-> Vinoba Bhave (MET_IN_PERSON),MEDIATOR,ADAPT,B5 1945-1990,PERSON_ENCOUNTER,-,-,Popchong-Vinoba Bhave 1971 in-person meeting (Buddhist monk's documented Indian counterpart)
RELS,R-0014,Jawaharlal Nehru <-> Vengalil Krishnan Krishna Menon (COLLEAGUE),NONE,EXCLUDE,B5 1945-1990,PERSON_ENCOUNTER,-,-,Nehru-Krishna Menon diplomacy
RELS,R-0015,Kodandera Subayya Thimayya <-> S. P. P. Thorat (COLLEAGUE),NONE,EXCLUDE,B5 1945-1990,PERSON_ENCOUNTER,-,-,NNRC colleagues
RELS,R-0016,Kodandera Subayya Thimayya <-> B. N. Chakravarty (COLLEAGUE),NONE,EXCLUDE,B5 1945-1990,PERSON_ENCOUNTER,-,-,NNRC colleagues
RELS,R-0017,Vyjayanti Raghavan <-> Neerja Samajdar (COLLEAGUE),NONE,EXCLUDE,B6 1990-2026,PERSON_ENCOUNTER,-,-,JNU CKS colleagues
RELS,R-0018,Marananta <-> Iryŏn (DOCUMENTED),PRIMARY,KEEP,B1 Ancient/early-medieval (<900),TEXTUAL_TRANSMISSION,-,-,Iryon documented Marananta (Samguk Yusa)
RELS,R-0019,Dhyānabhadra <-> Muhak Chach'o (TEACHER_STUDENT),MEDIATOR,ADAPT,B2 Silla/Goryeo (900-1392),INDIRECT_INFLUENCE,-,-,Jikong-Muhak teacher-student per tradition (Jahyeon 2017); lineage carried into Joseon
RELS,R-0020,Dhyānabhadra <-> Baegun Gyeonghan (TEACHER_STUDENT),SECONDARY,ADAPT,B2 Silla/Goryeo (900-1392),INDIRECT_INFLUENCE,-,-,Jikong-Baegun inka per tradition (Jahyeon 2017)
RELS,R-0021,Sŏ Chŏng-ju <-> Sitanshu Yashaschandra (MET_IN_PERSON),SECONDARY,ADAPT,B5 1945-1990,PERSON_ENCOUNTER,-,-,Sŏ Chŏng-ju-Yashaschandra meeting at Dongguk (literary)
RELS,R-0022,Dhyānabhadra <-> Ch'ukwŏn Chijŏn (TEACHER_STUDENT),SECONDARY,ADAPT,B2 Silla/Goryeo (900-1392),INDIRECT_INFLUENCE,-,-,Jikong-Ch'ukwŏn teacher-student per tradition (Jahyeon 2017; Hyunbul 2017; Atlas 2025)
PPL,L-0001,Hyecho -> Korea (Silla) (BIRTH),PRIMARY,KEEP,B1 Ancient/early-medieval (<900),-,-,-,Hyecho born in Silla
PPL,L-0002,Hyecho -> China (Guangzhou) (VISITED),PRIMARY,KEEP,B1 Ancient/early-medieval (<900),PHYSICAL_MOVEMENT,visited,-,Hyecho departed Guangzhou by sea
PPL,L-0003,Hyecho -> Central Asia (Kucha) (VISITED),PRIMARY,KEEP,B1 Ancient/early-medieval (<900),PHYSICAL_MOVEMENT,visited,-,Hyecho's travelogue ends at Kucha
PPL,L-0004,"Woncheuk -> China (Tang, Chang'an) (WORKED)",PRIMARY,KEEP,B1 Ancient/early-medieval (<900),INSTITUTIONAL,worked,-,"Woncheuk at Ximing Monastery, Chang'an"
PPL,L-0005,Wŏnhyo -> Korea (Silla) (BIRTH),PRIMARY,KEEP,B1 Ancient/early-medieval (<900),-,-,-,Wonhyo born in Silla
PPL,L-0006,Marananta -> Korea (Baekje) (VISITED),PRIMARY,KEEP,B1 Ancient/early-medieval (<900),PHYSICAL_MOVEMENT,visited,-,Marananta arrival in Baekje (384)
PPL,L-0007,Heo Hwang-ok -> India (Ayodhya) (LEGENDARY_ORIGIN),CONTEXTUAL,CONTEXT,B1 Ancient/early-medieval (<900),LEGENDARY,legendary,-,Heo Hwang-ok legendary origin (Ayuta/Ayodhya) (context row)
PPL,L-0008,Heo Hwang-ok -> Korea (Gaya/Gimhae) (RESIDENCE),CONTEXTUAL,CONTEXT,B1 Ancient/early-medieval (<900),PHYSICAL_MOVEMENT,worked,-,Heo Hwang-ok legendary residence in Gaya (context row)
PPL,L-0009,Suro of Geumgwan Gaya -> Korea (Gaya/Gimhae) (RESIDENCE),CONTEXTUAL,CONTEXT,B1 Ancient/early-medieval (<900),PHYSICAL_MOVEMENT,worked,-,Suro legendary residence (context row)
PPL,L-0010,Gyeomik -> India (Central India / Sangana) (STUDIED),PRIMARY,KEEP,B1 Ancient/early-medieval (<900),PHYSICAL_MOVEMENT,studied,-,Gyeomik studied at Sangana monastery
PPL,L-0011,Ariyabalma -> India (Nalanda) (STUDIED),PRIMARY,KEEP,B1 Ancient/early-medieval (<900),PHYSICAL_MOVEMENT,studied,-,Ariyabalma at Nalanda
PPL,L-0012,Dhyānabhadra -> India (Nalanda) (STUDIED),PRIMARY,KEEP,B2 Silla/Goryeo (900-1392),PHYSICAL_MOVEMENT,studied,-,Dhyanabhadra ordained at Nalanda
PPL,L-0013,Dhyānabhadra -> Korea (Goryeo) (VISITED),PRIMARY,KEEP,B2 Silla/Goryeo (900-1392),PHYSICAL_MOVEMENT,visited,-,Dhyanabhadra in Goryeo; founded Hoeamsa
PPL,L-0014,Yi Su-gwang -> Korea (Joseon) (RESIDENCE),NONE,EXCLUDE,B3 Joseon (1392-1900),PHYSICAL_MOVEMENT,worked,-,Yi Su-gwang Joseon residence
PPL,L-0015,Rabindranath Tagore -> Japan (Tokyo/Yokohama) (VISITED),CONTEXTUAL,CONTEXT,B4 Modern/colonial (1900-1945),PHYSICAL_MOVEMENT,visited,-,Tagore Japan visits (context row)
PPL,L-0016,Rabindranath Tagore -> Korea (Seoul) (VISITED),CONTEXTUAL,CONTEXT,B4 Modern/colonial (1900-1945),PHYSICAL_MOVEMENT,visited,-,"Tagore Seoul (planned 1929, never visited) (context row)"
PPL,L-0017,Kumara Padmanabha Sivasankara Menon -> Korea (Seoul) (VISITED),NONE,EXCLUDE,B5 1945-1990,PHYSICAL_MOVEMENT,visited,-,K.P.S. Menon UNTCOK sessions
PPL,L-0018,Kodandera Subayya Thimayya -> Korea (Panmunjom/Imjingak) (VISITED),NONE,EXCLUDE,B5 1945-1990,PHYSICAL_MOVEMENT,visited,-,Thimayya NNRC chairmanship
PPL,L-0019,S. P. P. Thorat -> Korea (Panmunjom/Imjingak) (VISITED),NONE,EXCLUDE,B5 1945-1990,PHYSICAL_MOVEMENT,visited,-,Thorat ICF command
PPL,L-0020,A. G. Rangaraj -> Korea (Busan) (VISITED),NONE,EXCLUDE,B5 1945-1990,PHYSICAL_MOVEMENT,visited,-,Rangaraj arrival at Busan
PPL,L-0021,Syed Muzaffar Aga -> Korea (Seoul) (WORKED),NONE,EXCLUDE,B5 1945-1990,INSTITUTIONAL,worked,-,Aga ambassadorship in Seoul
PPL,L-0022,Park Chan-hyun -> India (New Delhi) (WORKED),NONE,EXCLUDE,B5 1945-1990,INSTITUTIONAL,worked,-,Park Chan-hyun ambassadorship in New Delhi
PPL,L-0023,Kim Woo-choong -> India (New Delhi) (VISITED),NONE,EXCLUDE,B6 1990-2026,PHYSICAL_MOVEMENT,visited,-,Kim Woo-choong Racer launch visit
PPL,L-0024,Pŏpchŏng -> India (New Delhi) (VISITED),PRIMARY,KEEP,B5 1945-1990,PHYSICAL_MOVEMENT,visited,-,Popchong 1971 India visit (Vinoba Bhave ashram)
PPL,L-0025,Lokesh Chandra -> Korea (Seoul) (VISITED),PRIMARY,KEEP,B6 1990-2026,PHYSICAL_MOVEMENT,visited,-,Lokesh Chandra Seoul 2016 (Lotus Sutra exhibition)
PPL,L-0026,U Myeong-ju -> India (Delhi) (STUDIED),PRIMARY,KEEP,B6 1990-2026,PHYSICAL_MOVEMENT,studied,-,U Myeong-ju Delhi University study
