source_id,source_key,citation,source_type,url,archive_database,accessed_date,reliability,notes
S-0095,kci_hyecho,"Jung Byung-sam, 'Hyecho's View on India and Central Asia', KCI",SECONDARY,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART001508931,KCI (Korea Citation Index),2026-08-16,ACADEMIC,
S-0096,kci_jung,"Jung Younghyo, '욕망으로서의 번역과 오역' (Gitanjali/Kim Ŏk), KCI",SECONDARY,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART001459996,KCI,2026-08-16,ACADEMIC,
S-0097,kci_kimboksoon,"Kim Bok-soon, study of Yijing's 大唐西域求法高僧傳 and Silla monks, KCI",SECONDARY,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART001972941,KCI,2026-08-16,ACADEMIC,
S-0098,kci_kimsooyeon,"Kim Soo-yeon, 'Goryeo 佛頂道場 (Buddha-Usnisa practice halls)', KCI",SECONDARY,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART001350854,KCI,2026-08-16,ACADEMIC,
S-0099,kci_kimujo,"Kim Ujo, 'Tagore's Perception of Joseon and Its Reception in Joseon', 인도연구 19(1) 2014, KCI",SECONDARY,https://www.kci.go.kr/kciportal/landing/article.kci?arti_id=ART001881271,KCI / 인도연구,2026-08-16,ACADEMIC,
S-0100,kci_ko,"Ko Young-seop, review/discussion of Lamotte incl. Korean monks in India, KCI (SNU)",SECONDARY,https://journal.kci.go.kr/snu-ioh/archive/articlePdf?artiId=ART001034128,KCI / SNU Journal,2026-08-16,ACADEMIC,
S-0101,kci_lee_youngjae_southasia,"KCI ART003193373: '이영재(李英宰, 1900~1927)의 남아시아 기행 탐구' - academic study of his Ceylon journey and pilgrimage writings",SECONDARY,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART003193373,KCI (Korea Citation Index),2026-08-16,ACADEMIC,
S-0102,kci_sohn,"Sohn Yong-Taek, study of Jigujeonyo, KCI",SECONDARY,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART001486717,KCI,2026-08-16,ACADEMIC,
S-0103,kimyongjik_book,"Kim Yong-jik, Munhaksa ŭi sŏpcharak (푸른사상), chapter 'R. Tagore wa Ch'unwŏn Yi Kwang-su'",SECONDARY,https://ebook-product.kyobobook.co.kr/dig/epd/ebook/E000002900926,Kyobo ebook,2026-08-16,ACADEMIC,
S-0104,kiss_hyecho,"Jeong Soo-il, '혜초의 서역기행과 『왕오천축국전』', KISS",SECONDARY,https://kiss.kstudy.com/Detail/Ar?key=3742173,KISS (Korean Studies Information),2026-08-16,ACADEMIC,
S-0105,ko_wiki_hyecho,"Korean Wikipedia, '혜초' (704-787)",TERTIARY,https://ko.wikipedia.org/wiki/혜초,Wikipedia (ko),2026-08-16,INSTITUTIONAL,
S-0106,ko_wiki_koun,"Korean Wikipedia, '고은' (b. 1933-08-01; birth name 고은태 高銀泰)",TERTIARY,https://ko.wikipedia.org/wiki/고은,Wikipedia (ko),2026-08-16,INSTITUTIONAL,
S-0107,ko_wiki_yikyugyong,"Korean Wikipedia, '이규경' (1788-08-05 ~ 1856-05-16)",TERTIARY,https://ko.wikipedia.org/wiki/이규경,Wikipedia (ko),2026-08-16,INSTITUTIONAL,
S-0108,koreabizwire_sangwol2023,Korea Bizwire (2023-02-10): 'Buddhist Monks Set Off on Pilgrimage to India and Nepal',NEWS,http://koreabizwire.com/buddhist-monks-set-off-on-pilgrimage-to-india-and-nepal/240292,Korea Bizwire,2026-08-16,POPULAR,
S-0109,koreaherald_bexpo2026,"Korea Herald (2026-04-09, Sanjay Kumar): IBC DG Abhijit Halder presents Buddha statue to Jung Won-ju (Lay Buddhist Association of the Jogye Order president) at Seoul International Buddhism Expo (Bexpo 2026), 2026-04-04",NEWS,https://www.koreaherald.com/article/10713686,Korea Herald,2026-08-16,POPULAR,
S-0110,koreaherald_kritya,"Korea Herald (2023-01-13 exclusive), Ko Un feature: 14th Kritya International Poetry Festival guest of honor (online 4-13 Jul 2021); New Delhi 2019 Raza Biennale/JNU talk; Mexico City 2018",NEWS,https://www.koreaherald.com/article/3041111,Korea Herald,2026-08-16,POPULAR,
S-0111,koreaherald_thimayya,"Korea Herald, Imjingak memorial/bust unveiling for Thimayya (2026)",NEWS,https://www.koreaherald.com/ (search 'Thimayya'),Korea Herald,2026-08-16,POPULAR,
S-0112,koreanmedals_60pfa,"Korean Medals, '60th Indian Parachute Field Ambulance'",WEBSITE,https://www.koreanmedals.com/60th-indian-parachute-field-ambulance,koreanmedals.com,2026-08-16,INSTITUTIONAL,
S-0113,koreanmedals_icf,"Korean Medals, 'Indian Custodian Force'",WEBSITE,https://www.koreanmedals.com/indian-custodian-force,koreanmedals.com,2026-08-16,INSTITUTIONAL,
S-0114,koreanmedals_nnrc,"Korean Medals, 'Neutral Nations Repatriation Commission'",WEBSITE,https://www.koreanmedals.com/neutral-nations-repatriation-commission,koreanmedals.com,2026-08-16,INSTITUTIONAL,
S-0115,koreatimes_bunhwangsa_2022,Korea Times (2022-05-24): Jogye Order 성지순례단 at Bunhwangsa India dedication,NEWS,https://www.koreatimes.net/ArticleViewer/Article/146716,Korea Times (koreatimes.net),2026-08-16,POPULAR,
S-0116,koreatimes_tagore,"Park Jin-young, '동방의 등불은 시가 아닌 메모였다', koreatimes (2019-10-18)",NEWS,http://www.koreatimes.com/article/20191017/1274998,koreatimes,2026-08-16,POPULAR,
S-0117,koun,Ko Un official website,WEBSITE,http://www.koun.co.kr,koun.co.kr,2026-08-16,INSTITUTIONAL,
S-0118,kyobo_jung,"Kyobo Books, Jung Seung-suk author profile",DATABASE,https://store.kyobobook.co.kr/person/detail/1000310001,Kyobo Books,2026-08-16,INSTITUTIONAL,
S-0119,kyobo_leejeongho,"Kyobo Books, Lee Jeong-ho author profile (education, works, award)",DATABASE,https://store.kyobobook.co.kr/person/detail/1000272501,Kyobo Books,2026-08-16,INSTITUTIONAL,
S-0120,kyosu_tagore,"Kyosu.net (2012-12-17), Tagore message transmission account (Hong Eun-taek)",SECONDARY,https://www.kyosu.net/news/articleView.html?idxno=26437,kyosu.net,2026-08-16,ACADEMIC,
S-0121,kyunghyang_hwang_1963,"Kyonghyang Shinmun 1963-05-11 p.5: '우리古代文化와 比較돼 - 印度 佛蹟을 踏査한 黃교수 歸國談' - Prof. Hwang Su-yŏng (Dongguk Univ.) returned 1963-05-09 from a ~5-month survey (left Seoul 1962-01-21); followed Hyecho's route across India (Ganges basin, Central/South/West India, Pakistan-Peshawar); visited Nalanda; regretted the absence of Korean students at the Buddhist research institute near Nalanda; Indian officials requested a translation of Hyecho's travelogue",PRIMARY,https://newslibrary.naver.com/viewer/index.naver?articleId=1963051100329205009&editNo=6&printCount=1&publishDate=1963-05-11&officeId=00032&pageNo=5&printNo=5397&publishType=00020,Kyonghyang Shinmun (via Naver News Library),2026-08-16,AUTHORITATIVE,
S-0122,kyungnam_pdf,Shin Seok-jung study quoting Yi Kwang-su's 1925 Tagore review (Kyungnam University PDF),SECONDARY,https://www.kyungnam.ac.kr/bbs/human/815/90612/download.do,Kyungnam University,2026-08-16,ACADEMIC,
S-0123,loc_iryon,"Library of Congress authority record (Iryŏn, 1206-1289)",ARCHIVAL,https://id.loc.gov/authorities/names/n82094556.html,Library of Congress,2026-08-16,AUTHORITATIVE,
S-0124,mgu_kps,"Mahatma Gandhi University, K.P.S. Menon biography",WEBSITE,https://www.mgu.ac.in/k-p-s-menon,MG University,2026-08-16,INSTITUTIONAL,
S-0125,mkgandhi_ham,"mkgandhi.org, 'Ham Sok-hon, the Korean Gandhi'",WEBSITE,https://www.mkgandhi.org/articles/ham-sok-hon-korean-Gandhi.php,mkgandhi.org,2026-08-16,INSTITUTIONAL,
S-0126,mokpo_kimchiha,"Mokpo City literary biography, '노겸 김지하'",WEBSITE,https://www.mokpo.go.kr/munhak/mokpo_literature/native_introduce/kimjiha,Mokpo City,2026-08-16,INSTITUTIONAL,
S-0127,museum_woj_2010,National Museum of Korea press archive 2010-06-29: '혜초의 『왕오천축국전』 한국에 온다' - BnF review board approved (17 Jun 2010) loaning the Wang ocheonchukguk jeon manuscript for the '실크로드와 둔황' exhibition (18 Dec 2010 - 3 Apr 2011); first public display of the manuscript since Pelliot's 1908 Dunhuang discovery,ARCHIVAL,https://www.museum.go.kr/site/main/archive/united/8499,National Museum of Korea,2026-08-16,AUTHORITATIVE,
S-0128,namuwiki_embassy,"NamuWiki, '주인도 대한민국 대사관' (ROK Embassy in India)",TERTIARY,https://en.namu.wiki/w/주인도 대한민국 대사관,NamuWiki,2026-08-16,INSTITUTIONAL,
S-0129,namuwiki_park,"NamuWiki, '박찬현'",TERTIARY,https://en.namu.wiki/w/박찬현,NamuWiki,2026-08-16,INSTITUTIONAL,
S-0130,nanet_jiyong,"Choi Dong-ho, '정지용의 타고르 시집 『기탄자리』 번역 시편: 1923년 1월 발간된 『휘문』 창간호를 중심으로' (한국언어문학; KINX2012046620)",SECONDARY,https://dl.nanet.go.kr/detail/KINX2012046620,National Assembly Library (nanet),2026-08-16,ACADEMIC,
S-0131,nehruarchive_cable1,"Nehru Archive, Cable to V.K. Krishna Menon (4 March 1953)",ARCHIVAL,https://nehruarchive.in/documents/cable-to-v-k-krishna-menon-4-march-1953-8b1i8x,Nehru Memorial Archive,2026-08-16,AUTHORITATIVE,
S-0132,nehruarchive_cable2,"Nehru Archive, Cable to V.K. Krishna Menon (25 May 1953)",ARCHIVAL,https://nehruarchive.in/documents/cable-to-v-k-krishna-menon-25-may-1953-9m5d3q,Nehru Memorial Archive,2026-08-16,AUTHORITATIVE,
S-0133,nehruarchive_km,"Nehru Archive, person page for V.K. Krishna Menon",ARCHIVAL,https://nehruarchive.in/people/v-k-krishna-menon,Nehru Memorial Archive,2026-08-16,AUTHORITATIVE,
S-0134,nehruarchive_korea,"Nehru Archive, Korea documents & cables (4 Mar 1953; 25 May 1953)",ARCHIVAL,https://nehruarchive.in/locations/korea,Nehru Memorial Archive,2026-08-16,AUTHORITATIVE,
S-0135,nehruarchive_panikkar,"Nehru Archive, Cable to K.M. Panikkar (19 Aug 1950)",ARCHIVAL,https://nehruarchive.in/documents/cable-to-k-m-panikkar-19-august-1950-9jj8nn,Nehru Memorial Archive,2026-08-16,AUTHORITATIVE,
S-0136,nehruarchive_thorat,"The Nehru Archive, 'Lt. General S.P.P. Thorat' profile",ARCHIVAL,https://nehruarchive.in/people/lt-general-s-p-p-thorat,Nehru Memorial Archive,2026-08-16,AUTHORITATIVE,
S-0137,nih_hyecho,"National Institute of Korean History, 우리역사넷, Hyecho",ARCHIVAL,https://contents.history.go.kr/mobile/kc/view.do?code=kc_age_10&levelId=kc_n102000,National Institute of Korean History,2026-08-16,AUTHORITATIVE,
S-0138,nrich_jigong_stele,"National Research Institute of Cultural Heritage, 금석문 DB: 양주 회암사지 지공선사 부도비 (stele text by Yi Saek)",ARCHIVAL,https://portal.nrich.go.kr/kor/ksmUsrView.do?menuIdx=584&ksm_idx=8573,NRICH 금석문 DB,2026-08-16,AUTHORITATIVE,
S-0139,nyt_kpsmenon,"New York Times (6 Mar 1948), 'MENON BACK IN KOREA; U.N. BODY TO CONVENE'",NEWS,https://www.nytimes.com/1948/03/07/archives/menon-back-in-korea-un-body-to-convene.html,NYT Archives,2026-08-16,POPULAR,
S-0140,nyt_mookerjee,"New York Times obituary (31 Mar 1974), 'Dr. Girija Mookerjee Is Dead; Indian Educator and Author'",NEWS,https://www.nytimes.com/1974/03/31/archives/dr-girija-mookerjee-is-dead-indian-educator-and-author.html,NYT Archives,2026-08-16,POPULAR,
S-0141,nyt_nehru,"New York Times (1 Apr 1951), 'Nehru for Truce in Korea; Attacks Red Expansionism'",NEWS,https://www.nytimes.com/1951/04/01/archives/nehru-for-truce-in-korea-attacks-red-expansionism-nehru-for-a-truce.html,NYT Archives,2026-08-16,POPULAR,
S-0142,oapen_heohwangok,"OAPEN book chapter on the Heo Hwang-ok debate (Routledge, 2024)",SECONDARY,https://library.oapen.org/bitstream/handle/20.500.12657/96615/9781003484844_10.4324_9781003484844-2.pdf,OAPEN Library,2026-08-16,ACADEMIC,
S-0143,oc_jiyong_museum,"Jeong Ji-yong Literary Museum (Okcheon), '휘문보고에서 유학시절까지'",WEBSITE,https://www.oc.go.kr/jiyong/contents.do?key=2172,Jeong Ji-yong Literary Museum,2026-08-16,INSTITUTIONAL,
S-0144,openlibrary_mookerjee,"Open Library, Mookerjee, Girija Kanta (works list, 1905-1974)",DATABASE,https://openlibrary.org/authors/OL10731A/Mookerjee_Girija_Kanta,Open Library,2026-08-16,INSTITUTIONAL,
S-0145,ourbuddhismworld_bexpo2026,"Our Buddhism World (2026-04-10): IBC and Jogye lay group at Bexpo 2026, Seoul",NEWS,https://www.ourbuddhismworld.com/archives/11412,Our Buddhism World,2026-08-16,POPULAR,
S-0146,pib_icybs2025,"PIB press release PRID=2156138 (2025-08-22): 3rd ICYBS held 22 Aug 2025 at Nalanda Auditorium, Dr Ambedkar International Centre; attendees from India, Sri Lanka, Myanmar, Vietnam, Cambodia, Russia, Taiwan",PRIMARY,https://pib.gov.in/PressReleasePage.aspx?PRID=2156138,"Press Information Bureau, Govt of India",2026-08-16,AUTHORITATIVE,
S-0147,pib_sangwol2023,"PIB press release PRID=1896682 (2023-02-06): 108 Buddhists from ROK on walking pilgrimage hosted by Jogye Order, Sarnath->Shravasti via Nepal, 1100+ km",PRIMARY,https://pib.gov.in/PressReleasePage.aspx?PRID=1896682,"Press Information Bureau, Govt of India",2026-08-16,AUTHORITATIVE,
S-0148,poetryfoundation_ko,"Poetry Foundation, Ko Un biography (documents India travels)",WEBSITE,https://www.poetryfoundation.org/poets/ko-un-56d207070306a,Poetry Foundation,2026-08-16,INSTITUTIONAL,
S-0149,powers_jiabs,"John Powers, article on Wŏnch'ŭk, Journal of the International Association of Buddhist Studies",SECONDARY,https://journals.ub.uni-heidelberg.de/index.php/jiabs/article/download/8793/2700,JABS (Heidelberg),2026-08-16,ACADEMIC,
S-0150,sgs_marananta,Samguk Sagi via National Institute of Korean History (sg_024r_0100_0030),PRIMARY,https://db.history.go.kr/id/sg_024r_0100_0030,National Institute of Korean History DB,2026-08-16,AUTHORITATIVE,
S-0151,snu_koilhong,"Ko Il-hong (SNU), paper on the Heo Hwang-ok/Yangtze narrative",SECONDARY,https://ih.snu.ac.kr/wp-content/uploads/mangboard/2023/09/15/F1769_10_%EC%9D%BC%EB%B0%98_Ko%20Ilhong_3%EA%B5%90.pdf,Seoul National University,2026-08-16,ACADEMIC,
S-0152,southasiatime_piparhawa2026,"South Asia Time (2026-01-03): PM Modi inaugurates Grand International Exhibition of Holy Piparhawa Remains, Rai Pithora Cultural Complex, New Delhi",NEWS,https://www.southasiatime.com/2026/01/03/pm-modi-inaugurates-exhibition-of-lord-buddhas-relics/,South Asia Time,2026-08-16,POPULAR,
S-0153,sy_garak,"Samguk Yusa, Garakguk-gi (sy_003r_0010_0020_0010)",PRIMARY,https://db.history.go.kr/item/compareViewer.do?levelId=sy_003r_0010_0020_0010,National Institute of Korean History DB,2026-08-16,AUTHORITATIVE,
S-0154,sy_marananta,"Samguk Yusa, Marananta entry (sy_003r_0010_0020_0010)",PRIMARY,https://db.history.go.kr/item/compareViewer.do?levelId=sy_003r_0010_0020_0010,National Institute of Korean History DB,2026-08-16,AUTHORITATIVE,
S-0155,tezpur_mohan,Tezpur University CMDR research seminar paper by Pankaj Mohan (India-Korea relations),SECONDARY,https://www.tezu.ernet.in/cmdr/documents/rs/MDP24102.pdf,Tezpur University,2026-08-16,ACADEMIC,
S-0156,thefederal_sangwol2023,"The Federal: South Korean Buddhists walking in India for 1,167 km on 43-day pilgrimage",NEWS,https://thefederal.com/news/south-korean-buddhists-walking-in-india-for-1167-km-on-43-day-pilgrimage,The Federal,2026-08-16,POPULAR,
S-0157,toi_kimwoochoong,"Times of India photo archive (7 Jun 1994) - Kim Woo Choong & S.G. Awasthi at DCM-Daewoo Racer launch, New Delhi",NEWS,https://timescontent.timesofindia.com/photo/business/Kim-Woo-Choong/486450,Times of India Archive,2026-08-16,POPULAR,
S-0158,tongbulgyo_gbs2026,"Tongbulgyo News (2026-02-01, 박정원): '국제불교정상회의 뉴델리서 개최…진우 스님 선명상으로 인류 상생 실천' - 2nd GBS 24-25 Jan 2026 Bharat Mandapam; 30+ countries, 800+ attendees; Jogye 국제교류위원/제전법단장 문종 스님 attended as representative of 총무원장 진우; Jinwoo's message read by Munjong; confirms 1st GBS Apr 2023 Ashok Hotel",NEWS,https://www.tongbulgyo.com/news/articleView.html?idxno=8047,Tongbulgyo News (통불교신문),2026-08-16,INSTITUTIONAL,
S-0159,totetu_lotus,"TOTETU paper (Sept 2016), Lotus Sutra exhibition Seoul - Lokesh Chandra participation",SECONDARY,https://www.totetu.org/assets/media/paper/j028_173.pdf,TOTETU (Institute of Oriental Philosophy),2026-08-16,INSTITUTIONAL,
S-0160,ucla_kyeongheung,"UCLA Buddhist studies, 'Kyŏnghŭng's Commentary on Three Maitreya Sutras'",SECONDARY,https://www.international.ucla.edu/buddhist/article/127560,UCLA International Institute,2026-08-16,ACADEMIC,
S-0161,ucla_taehyeon,UCLA dissertation on T'aehyŏn (eScholarship),SECONDARY,https://escholarship.org/content/qt74h5d0nv/qt74h5d0nv.pdf,eScholarship (UCLA),2026-08-16,ACADEMIC,
S-0162,un_kpsmenon,"UN Digital Library, statement of K.P.S. Menon, Chairman of UNTCOK (19 Feb 1948)",ARCHIVAL,https://digitallibrary.un.org/record/4076420,UN Digital Library,2026-08-16,AUTHORITATIVE,
S-0163,vyj_about,Vyjayanti Raghavan personal website - About page,WEBSITE,https://vyjayantiraghavan.in/about,vyjayantiraghavan.in,2026-08-16,INSTITUTIONAL,
S-0164,wiki_dhyana,"Wikipedia, 'Dhyānabhadra'",TERTIARY,https://en.wikipedia.org/wiki/Dhy%C4%81nabhadra,Wikipedia,2026-08-16,INSTITUTIONAL,
S-0165,wiki_hwang,"Korean Wikipedia, '황동규'",TERTIARY,https://ko.wikipedia.org/wiki/황동규,Wikipedia (ko),2026-08-16,INSTITUTIONAL,
S-0166,wiki_ilyeon,"Wikipedia, 'Il-yeon'",TERTIARY,https://en.wikipedia.org/wiki/Il-yeon,Wikipedia,2026-08-16,INSTITUTIONAL,
S-0167,wiki_india_ambassadors,"Wikipedia, 'List of ambassadors of India to South Korea'",TERTIARY,https://en.wikipedia.org/wiki/List_of_ambassadors_of_India_to_South_Korea,Wikipedia,2026-08-16,INSTITUTIONAL,
S-0168,wiki_kimchiha,"Korean Wikipedia, '김지하'",TERTIARY,https://ko.wikipedia.org/wiki/김지하,Wikipedia (ko),2026-08-16,INSTITUTIONAL,
S-0169,wiki_kimok,"English Wikipedia, 'Kim Ok' (1896-unknown; abducted to North Korea)",TERTIARY,https://en.wikipedia.org/wiki/Kim_Ok,Wikipedia,2026-08-16,INSTITUTIONAL,
S-0170,wiki_kwc,"Wikipedia, 'Kim Woo-choong'",TERTIARY,https://en.wikipedia.org/wiki/Kim_Woo-choong,Wikipedia,2026-08-16,INSTITUTIONAL,
S-0171,wiki_kyeomik,"Korean Wikipedia, '겸익'",TERTIARY,https://ko.wikipedia.org/wiki/겸익,Wikipedia (ko),2026-08-16,INSTITUTIONAL,
S-0172,wiki_lee,"Wikipedia, 'Lee Kun-hee'",TERTIARY,https://en.wikipedia.org/wiki/Lee_Kun-hee,Wikipedia,2026-08-16,INSTITUTIONAL,
S-0173,wiki_nehru_trips,"Wikipedia, 'List of international prime ministerial trips made by Jawaharlal Nehru'",TERTIARY,https://en.wikipedia.org/wiki/List_of_international_prime_ministerial_trips_made_by_Jawaharlal_Nehru,Wikipedia,2026-08-16,INSTITUTIONAL,
S-0174,wiki_oju,"Wikipedia, 'Oju Yŏnmun Changjŏn San'go'",TERTIARY,https://en.wikipedia.org/wiki/Oju_y%C5%8Fnmun_changj%C5%8Fn_san%27go,Wikipedia,2026-08-16,INSTITUTIONAL,
S-0175,wiki_paek_yongsong,"Korean Wikipedia, '백용성' (1864-1940): 33 national representatives, Daegaksa founder, anti-Japanese color movement - verification aid only",TERTIARY,https://ko.wikipedia.org/wiki/백용성,Wikipedia (ko),2026-08-16,POPULAR,
S-0176,wiki_panikkar,"Wikipedia, 'K. M. Panikkar'",TERTIARY,https://en.wikipedia.org/wiki/K._M._Panikkar,Wikipedia,2026-08-16,INSTITUTIONAL,
S-0177,wiki_seo,"Korean Wikipedia, '서정주'",TERTIARY,https://ko.wikipedia.org/wiki/서정주,Wikipedia (ko),2026-08-16,INSTITUTIONAL,
S-0178,wiki_spp_thorat,"English Wikipedia, 'S. P. P. Thorat' (12 Aug 1906 - 10 Aug 1992)",TERTIARY,https://en.wikipedia.org/wiki/S._P._P._Thorat,Wikipedia,2026-08-16,INSTITUTIONAL,
S-0179,wiki_suro,"Wikipedia, 'Suro of Geumgwan Gaya'",TERTIARY,https://en.wikipedia.org/wiki/Suro_of_Geumgwan_Gaya,Wikipedia,2026-08-16,INSTITUTIONAL,
S-0180,wiki_thimayya,"Wikipedia, 'K. S. Thimayya'",TERTIARY,https://en.wikipedia.org/wiki/K._S._Thimayya,Wikipedia,2026-08-16,INSTITUTIONAL,
S-0181,wiki_yikyugyong,"Wikipedia, 'Yi Kyugyŏng'",TERTIARY,https://en.wikipedia.org/wiki/Yi_Kyugy%C5%8Fng,Wikipedia,2026-08-16,INSTITUTIONAL,
S-0182,wiki_yisugwang,"Wikipedia, 'Yi Su-gwang'",TERTIARY,https://en.wikipedia.org/wiki/Yi_Su-gwang,Wikipedia,2026-08-16,INSTITUTIONAL,
S-0183,wisdomlib_choi,"Wisdomlib, 'Cultural Horizons of India Vol. 2' (Lokesh Chandra chapter on Korea)",SECONDARY,https://www.wisdomlib.org/shop/books/india-history/cultural-horizons-of-india/doc422708.html,Wisdomlib,2026-08-16,INSTITUTIONAL,
S-0184,worldlii_unga,"WorldLII, UNGA 1953 debate on Korea (India's Resolution rejected)",ARCHIVAL,https://www.worldlii.org/int/other/UNGA/1953/,WorldLII (UN docs),2026-08-16,AUTHORITATIVE,
S-0185,yangju_museum_jigong,"Yangju Hoeamsa Museum (Yangju City), '지공선사' exhibit page",WEBSITE,http://www.yangju.go.kr/museum/contents.do?key=1652,Yangju City,2026-08-16,INSTITUTIONAL,
S-0186,yijing_wikisource,"Yijing, 大唐西域求法高僧傳 (Da Tang Xiyu qiufa gaoseng zhuan), Wikisource",PRIMARY,https://zh.wikisource.org/zh-hans/大唐西域求法高僧傳/卷上,Wikisource (Chinese),2026-08-16,AUTHORITATIVE,
S-0187,yu_press,"Yeungnam University Press, scholarly edition of Jibong yuseol (외국 section)",SECONDARY,https://book.yu.ac.kr/book/book_detail.html?no=670,Yeungnam University Press,2026-08-16,ACADEMIC,
